ID,YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
5563,2014,4,18,14,27,26,4,1,24,7.2,MEXICO,,GREYMOUTH,17.552,-100.816,88,,,,,,,,,,,,,,,,,,,,,,,,,1,,,127,2
5564,2014,4,19,13,27,59,4,1,31,7.5,PAPUA NEW GUINEA,,SOLOMON SEA,-6.72,154.931,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,2014,6,23,19,19,16,4,1,20,6.9,NEW ZEALAND,,"S OF RAOUL ISLAND, KERMADEC ISLANDS",-30.118,-177.67,81,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,2014,6,23,20,53,10,4,1,108,7.9,USA,AK,"ALEUTIAN ISLANDS, AK",51.797,178.76,87,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,2014,7,11,19,21,59,4,1,11,6.5,JAPAN,,SANRIKU,37.04,142.425,85,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,2014,7,25,10,54,49,4,1,10,6.1,USA,AK,"PALMA BAY, AK",58.358,-137.13,87,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,2014,10,9,2,14,32,4,1,16,7.1,CHILE,,EASTER ISLAND REGION,-32.115,-110.779,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,2014,10,14,3,51,46,4,1,40,7.3,EL SALVADOR,,GULF OF FONSECA,12.526,-88.123,88,,,,,,,,,,,,,,,,,,1,1,,,,,,1,5,1,41,1
5578,2014,11,15,2,31,40,3,1,35,7.1,INDONESIA,,N. MOLUCCAS ISLANDS,1.928,126.54,83,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,2015,2,16,23,6,27,4,1,23,6.7,JAPAN,,HONSHU,39.83,142.89,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,2015,2,19,13,18,32,4,1,10,6.4,VANUATU,,VANUATU ISLANDS,-16.431,168.148,82,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,
5581,2015,3,29,23,48,31,4,1,40,7.5,PAPUA NEW GUINEA,,BISMARCK SEA,-4.76,152.556,82,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,2015,5,2,16,50,46,3,1,33,5.7,JAPAN,,S. OF HONSHU ISLAND,31.594,140.167,85,0.5,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
5583,2015,5,5,1,44,5,3,1,42,7.5,PAPUA NEW GUINEA,,NEW BRITAIN,-5.465,151.886,82,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5603,2015,7,1,,,,3,9,,,SCOTLAND,,NORTH SEA,,,73,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,2015,7,10,4,12,42,4,1,12,6.7,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.303,158.396,82,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,2015,7,18,2,27,33,4,1,10,7,SOLOMON ISLANDS,,SANTA CRUZ ISLANDS,-10.444,165.172,82,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,2015,7,27,4,49,46,4,1,29,6.9,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.736,-169.446,87,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5590,2015,9,16,22,54,32,4,1,22,8.3,CHILE,,CENTRAL CHILE,-31.573,-71.674,89,13.6,,8.4,,,8,1,,,,,,1,,,,,15,1,1,1,14,1,600,4,2305,4,10044,4
5596,2015,10,18,5,19,,4,8,,,USA,AK,"ICY BAY, AK",60.08,-141.3,87,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,2015,11,11,1,54,37,4,1,10,6.9,CHILE,,CENTRAL CHILE,-29.439,-72.105,89,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,2015,11,13,20,51,30,4,1,12,6.7,JAPAN,,JAPAN,30.991,128.877,85,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,2015,11,17,7,10,8,4,3,11,6.5,GREECE,,IONIAN SEA,38.755,20.552,50,0.15,,,,,,,,,,,,,,,,,2,1,,,4,1,,2,1,1,,2
5598,2016,3,2,12,49,48,4,1,24,7.8,INDONESIA,,SW. SUMATRA,-4.908,94.275,60,0.21,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,
5599,2016,4,16,23,58,36,4,1,21,7.8,ECUADOR,,OFF COAST,0.382,-79.922,89,0.14,,,,,,,,,,,,,,,,,662,3,9,1,6274,4,,,6998,4,2740,4
5600,2016,4,28,19,33,24,3,1,27,7,VANUATU,,VANUATU ISLANDS,-16.074,167.393,82,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,2016,8,12,1,26,35,4,1,10,7.2,NEW CALEDONIA,,LOYALTY ISLANDS,-22.495,173.111,82,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5605,2016,8,19,7,32,22,3,1,10,7.4,UK TERRITORY,,SOUTHERN ATLANTIC OCEAN,-55.279,-31.874,71,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,2016,9,1,16,37,57,4,1,19,7.1,NEW ZEALAND,,GISBORNE,-37.401,179.055,81,0.21,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
5613,2016,11,13,11,2,56,4,1,,7.8,NEW ZEALAND,,OFF EAST COAST OF SOUTH ISLAND,-42.757,173.077,81,6.9,,,,,,,,,,,,1,1,1,,,2,1,,,,,,2,1,1,,1
5618,2016,11,21,20,59,49,4,1,11,6.9,JAPAN,,E. COAST HONSHU ISLAND,37.392,141.403,85,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,
5620,2016,11,24,18,43,48,4,1,10,7,NICARAGUA,,NICARAGUA,11.96,-88.835,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5630,2016,12,8,17,38,46,4,1,41,7.8,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.665,161.335,82,,,,,,,,,,,,,,,,,,1,1,,,,,,1,191,3,126,3
5632,2016,12,9,19,10,7,4,1,21,6.9,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.73,161.107,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5636,2016,12,17,10,51,12,4,1,103,7.9,PAPUA NEW GUINEA,,SOLOMON SEA,-4.509,153.45,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5637,2016,12,25,14,22,27,4,1,35,7.6,CHILE,,SOUTHERN CHILE,-43.416,-73.88,89,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
5639,2017,1,3,21,5,,4,1,17,6.9,FIJI,,FIJI ISLANDS,-19.326,176.053,81,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5642,2017,1,22,4,30,56,4,1,136,7.9,PAPUA NEW GUINEA,,BOUGAINVILLE ISLAND,-6.214,55.122,82,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5643,2017,3,20,4,40,,0,9,,,IRAN,,PERSIAN GULF,27.835,51.94,30,,,,,,2,1,22,1,4,1,,2,80,2,,,2,1,4,1,22,1,,2,80,2,,
